classmark,title,date_from,date_to,summary,medical_terms
MS-TS-K-00014-00010,Medical,0500-01-01,1899-12-31,"Leaves from a large book dealing with physiology and pathology, discussing senses and sensation, and pulmonary and respiratory problems.","['pathology', 'physiology', 'pulmonary', 'respiratory']"
MS-TS-K-00014-00011,Medical,1300-01-01,1399-12-31,"Leaves from Maimonides’ Commentary on Hippocrates’ Aphorisms II:51-III:9, V:23-41, in the Hebrew translation of Moses ibn Tibbon, corresponding to Muntner (1961) edition pp. 49-55, 100-6. Topics touched upon include the necessity of avoiding quick changes to temperature and the condition of the body, possible illnesses brought on by the change of season and sudden changes in weather during a day, by Northern and Southern winds, cold applications as cures for haemorrhage, care of pregnant women, the connections between vomiting blood and menstruation, connections between breast tone and the life or death of the foetus carried by a pregnant woman and other problems related to pregnancy and menstruation. Ca. mid 14th century.","['aphorism', 'blood', 'body', 'breast', 'care', 'cold', 'condition', 'cure', 'death', 'foetus', 'haemorrhage', 'hippocrates', 'illness', 'life', 'menstruation', 'muntner', 'pregnancy', 'pregnant', 'vomiting']"
MS-TS-K-00014-00013,Medical,0500-01-01,1899-12-31,"Leaf from Avicenna’s Canon of Medicine in Hebrew translation: Fann 4, end of chapter 4 and beginning of chapter 5, treating diarrhoea.","['diarrhoea', 'medicine', 'treating']"
MS-TS-K-00014-00014,Medical,1400-01-01,1499-12-31,"Leaf from a medical book describing ailments of the ears, nose and throat, and problems due to external bodies and parasites (including leeches) in these organs. The presence of terminology in a Romance language points to Europe (possibly Southern France or Italy) as the place of production of the work.","['ailment', 'body', 'ear', 'leech', 'medical', 'nose', 'organ', 'parasite']"
MS-TS-K-00014-00016,Medical,0500-01-01,1899-12-31,"Two leaves from a treatise dealing with ophthalmology. The fragment preserves sections 75-86, all focusing on eye diseases and their treatment, that are dealt with in separate sections. Ibn ʿAmmār is mentioned as an authority and most of the remedies are reported under his name, as part of his written works.","['disease', 'eye', 'ophthalmology', 'remedy', 'treatment']"
MS-TS-K-00014-00017,Medical; magical; alchemy,0500-01-01,1899-12-31,"Miscellaneous collection of remedies, partly magical (for a woman who is hated by her husband), partly medical (eyes diseases, recipes for eye drops and ointments) and partly alchemical.","['alchemical', 'disease', 'eye', 'magical', 'medical', 'ointment', 'remedy']"
MS-TS-K-00014-00018,Medical,0500-01-01,1899-12-31,Leaf from a medical treatise focusing on urine and urinary problems such as stones in the bladder and painful retention of urine.,"['bladder', 'medical', 'painful', 'urinary', 'urine']"
MS-TS-K-00014-00019,Medical,1400-01-01,1599-12-31,"Leaves from a medical book dealing with chest problems, coughs, chest infections and pains, and their cures.","['chest', 'cough', 'cure', 'infection', 'medical', 'pain']"
MS-TS-K-00014-00020,Medical,1400-01-01,1499-12-31,"Chapter 9, sections 13-18 of an unidentified medical work. This chapter focuses on sexual illnesses. Section 13 deals with causes of infertility, premature ejaculation, impotence and provides advice on how to increase the amount of sperm. Section 14 deals with spermatorrhea - a condition of excessive, involuntary ejaculation. Section 15 deals with priapism. Section 16 deals with aids for conception. Section 17 deals with contraception. Section 18 deals with diseases of the penis.","['cause', 'condition', 'contraception', 'disease', 'ejaculation', 'excessive', 'illness', 'impotence', 'infertility', 'medical', 'penis', 'premature', 'priapism', 'sexual', 'sperm', 'spermatorrhea']"
MS-TS-K-00014-00021,Astrology; medical,0500-01-01,1899-12-31,"Leaf from an astrological treatise describing the different reciprocal positions of the Sun, Moon, planets and constellations, and their effects on bodies and their health.","['astrological', 'body', 'health', 'moon']"
MS-TS-K-00014-00022,Medical,0500-01-01,1899-12-31,List of simple remedies that was possibly part of a prescription or of a work of materia medica. Galen is mentioned.,"['galen', 'medica', 'prescription', 'remedy']"
MS-TS-K-00014-00023,Medical,0500-01-01,1899-12-31,Collection of recipes. The fragment is very damaged and does not preserve complete recipes. New recipes are introduced by the abbreviation ד‫“א‬ .,[]
MS-TS-K-00014-00024,Medical,1400-01-01,1499-12-31,"Leaves from an unidentified treatise dealing with the healing of a variety of ailments related to the head (i.e. headaches, emicrania) and with the preparation of pills and potions.","['ailment', 'emicrania', 'head', 'headache', 'healing', 'pill', 'potion', 'preparation']"
MS-TS-K-00014-00025,Medical,0500-01-01,1899-12-31,"Leaves from a treatise on alimentation and drugs, dealing in particular with the rebalancing of humidities in the body. The treatise refers to Isaac Israeli (d. 932), Jewish physician and philosopher, whose medical works were translated into Latin in the 12th century and entered the European medical curriculum.","['body', 'drug', 'humidity', 'medical', 'physician']"
MS-TS-K-00014-00026,Medical,0500-01-01,1899-12-31,"Leaves from a treatise on urine, dealing with its different colours and textures and illnesses that can cause a change in the quality of urine. Galen is mentioned.","['cause', 'colour', 'galen', 'illness', 'urine']"
MS-TS-K-00014-00027,Medical,0500-01-01,1899-12-31,"Table of contents from a medical work which would have contained 85 chapters. The preserved titles of sections include sections dealing with white phlegm, dark phlegm, hirsutism, time of illnesses, temperament of the ill person and the cooking of medicines.","['hirsutism', 'ill', 'illness', 'medical', 'medicine', 'phlegm']"
MS-TS-K-00014-00028,Medical,0500-01-01,1899-12-31,"Leaves from a treatise on the general management of health, divided into chapters. Here the beginning of chapter 9 on hunger is preserved, together with sections on how to avoid exposure to cold weathers and snow (chapters 11-12), and management of dress, food and rest during long journeys (chapter 14).","['cold', 'exposure', 'food', 'health', 'hunger', 'rest', 'snow']"
MS-TS-K-00014-00032,Medical,0500-01-01,1899-12-31,"Medical recipes for the preservation of healthy eyes and the cure of eye problems, such as pain and blood in the eye. The second section on the verso is titled ‘The first book of the physicians’.","['blood', 'cure', 'eye', 'healthy', 'medical', 'pain', 'physician']"
MS-TS-K-00014-00033,Medical; magical,0500-01-01,1899-12-31,"Recipes for ‘everlasting love and curing forgetfulness’ (recto) and for ‘removing pain’ (verso), referring to the use of vegetable ingredients, including washed raisins.","['curing', 'forgetfulness', 'pain', 'raisin', 'vegetable']"
MS-TS-K-00014-00034,Medical,0500-01-01,1899-12-31,Leaf from a treatise on urine focussing on the physical changes of urine during illness.,"['illness', 'urine']"
MS-TS-K-00014-00035,Medical,0500-01-01,1899-12-31,Small fragment preserving a passage on fevers and foods that are beneficial for those suffering from fevers. The lower part of recto appears to be a later addition and regards the preparation of cures for fevers.,"['cure', 'fever', 'food', 'preparation', 'suffering']"
MS-TS-K-00014-00036,Medical,0500-01-01,1899-12-31,Leaf from a large and richly produced work dealing with diarrhoea and fevers that can accompany intestinal ailments.,"['ailment', 'diarrhoea', 'fever', 'intestinal']"
MS-TS-K-00014-00037,Medical,0500-01-01,1899-12-31,"Leaves from a large medical treatise divided into chapters. The fragments preserves chapters: 20 (on diarrhoea and its remedies), 21, 23, 26 (on jaundice and remedies), 27 an 29 (on diseases of the spleen and their cures).","['cure', 'diarrhoea', 'disease', 'jaundice', 'medical', 'remedy', 'spleen']"
MS-TS-K-00014-00038,Medical,0500-01-01,1899-12-31,"Leaves from a medical treatise preserving chapter 9 on causes, signs, prognosis and treatment of diseases of the kidneys and bladder and chapter 11 on causes, signs, prognosis and treatment of haematuria (presence of blood in urine).","['bladder', 'blood', 'cause', 'disease', 'haematuria', 'kidney', 'medical', 'prognosis', 'treatment', 'urine']"
MS-TS-K-00014-00049,Medical,0500-01-01,1899-12-31,"Leaves from an unidentified Hebrew medical work. P1 and P2: diseases of the stomach and the intestines, and diarrhoea and its treatment. P4: opening of Chapter 5 on colic, which continues on P5. P6: Chapters 1 and 4 on the stomach and stomach pain. P6 (f. 1v): list of simples, including opium and its medical uses.","['colic', 'diarrhoea', 'disease', 'intestine', 'medical', 'pain', 'stomach', 'treatment']"
MS-TS-K-00014-00050,Medical,0500-01-01,1899-12-31,Leaves from an extended unidentified medical work. P1 and P2 deal with stomach ailments and their cures. P3 includes the advice that wine should be drunk for a stomach that cannot take in any other medication. P4: cures for hiccoughs. P4 contains the beginning of Chapters 11 (on vomit) and 18 (on liver tonics).,"['ailment', 'cure', 'drunk', 'hiccough', 'liver', 'medical', 'medication', 'stomach', 'tonic', 'vomit', 'wine']"
MS-TS-K-00014-00051,Medical,0500-01-01,1899-12-31,"Leaf from a medical work on anatomy, in particular on bones (vertebrae) and nerves in the body.","['anatomy', 'body', 'bone', 'medical', 'nerve', 'vertebra']"
MS-TS-K-00014-00052,Medical,0500-01-01,1899-12-31,"Opening of the work Kitāb khalaq al-Insān (Book on the Creation of Man), a treatise on physiology and pathology by Sa‘īd ibn Hibat Allāh (an Iraqi physician active during the 11th century). The title of the work is preceded by the basmala. The passage preserved here opens by mentioning Galen (and another author whose name is obscured by a lacuna) and presents a brief narrative of God’s creation of the world and man. The 4 elements are listed and this is followed by a paragraph on the life of trees.","['basmala', 'galen', 'hibat', 'life', 'pathology', 'physician', 'physiology', 'tree']"
MS-TS-K-00015-00116,Medical,0500-01-01,1899-12-31,"Medical recipes: Lines 1-6 describe a preparation for treating coughs. The ingredients are roasted beans, starch, liquorice, and honey, and the mixture should be taken before sleep. Two other preparations are described in the bottom half of the leaf, one including the use of blood and bread, but they are too damaged to be read properly.","['bean', 'blood', 'bottom', 'bread', 'cough', 'honey', 'liquorice', 'medical', 'preparation', 'roasted', 'sleep', 'starch', 'treating']"
MS-TS-K-00021-00042,Medical,1400-01-01,1499-12-31,"Leaves from a Hebrew commentary on Avicenna’s Canon of Medicine, corresponding to Book I, chapters 3-7. It discusses the temperaments in general, their relation to organs of the body, the ages of man, and the anatomy of the organs.","['anatomy', 'body', 'medicine', 'organ']"
MS-TS-K-00021-00054,Medical,0500-01-01,1899-12-31,"Leaves from a treatise on the cure of septic wounds. F. 1v contains the opening of Chapter 4 and mentions Ibn Sīnā (אביצינה), giving the Latin name of the physician, and, thus points to a Latin source for the text. F. 2r continues on the same topic and mentions Albulqašin (אלבוקשין), probably to be identified with the 10th-11th century physician Abū Al-Qāsim Al-Zahrāwī, who authored the medical encyclopaedia Kitāb al-Tasrīf, and Hippocrates (איפוקרט). F. 2v contains the beginning of Chapter 14 and also mentions Ibn Sīnā (אביצינה). The text includes words from a Romance language (possibly Latin) in transliteration.","['cure', 'hippocrates', 'medical', 'physician', 'septic', 'wound']"
MS-TS-K-00021-00057,Medical,1400-01-01,1599-12-31,"Leaves from a medical treatise (possibly a commentary, but the original text commented upon is not specified). P1 f. 1r: Chapter 18: on accidents that may happen to the body, and Chapter 19: on bathing and exposure to sun. P1 f. 1v: beginning of Chapter [figure is unreadable due to lacuna] on motion and rest. P2 f. 1r: beginning of Chapter 17. P3 f. 1r: Chapter 15: on food and drink. P3 f. 2r: Chapter 15: on the results of heat on the human body.","['accident', 'bathing', 'body', 'exposure', 'food', 'heat', 'human', 'medical', 'rest']"
MS-TS-K-00025-00159,Medical; magical,0500-01-01,1899-12-31,"Recto: three recipes of folk remedies, integrating magical elements. The ingredients include turpentine and organic foodstuffs like sardines. Drawn at the bottom of recto are magical characteres, the Tetragrammaton, pentagrams and the name of the angel Sama’el. Verso: scribal exercise with formulae for book endings, in which the scribe makes his writing-implement talk in the first person.","['bottom', 'exercise', 'foodstuff', 'magical', 'pentagram', 'remedy', 'sardine', 'turpentine']"
MS-LG-ARABIC-00001-00134,Medical; philosophy,0900-01-01,1599-12-31,"Bifolium from a medico-philosophical work dealing with general medical theory and focussing in particular on the four elements, the four qualities and the four humours of Galenic medicine. The text moves on to dealing with the organs of the human body, mentioning the brain, liver, hands, and skin.","['body', 'brain', 'hand', 'human', 'humour', 'liver', 'medical', 'medicine', 'medico-philosophical', 'organ', 'skin']"
MS-LG-ARABIC-00002-00096,Mystical; medical,0900-01-01,1599-12-31,Leaves from a Sefer Segulot u-Refuʾot (‘Book of Remedies and Cures’).,"['cure', 'remedy']"
MS-LG-ARABIC-00002-00133,Medical,0900-01-01,1599-12-31,"End of chapter five and beginning of chapter six of a medical work. Chapter five deals with illnesses of the mouth and teeth, and refers to ingredients such as Andarani salt. Chapter six is devoted to drugs used for stomach complaints. Clearly a Judaeo-Arabic transcription of a work originally in Arabic, as shown by some words that have been left in Arabic script.","['drug', 'illness', 'medical', 'mouth', 'salt', 'stomach', 'teeth']"
MS-TS-00016-00031,Piyyuṭ; medical,1100-01-01,1199-12-31,"Recto: poems by Judah ha-Levi, copied by the India trader Abraham Ibn Yijū. Verso: medical list in Arabic script.",['medical']
MS-TS-K-00023-00005,Palimpsest; writing exercises; jottings; liturgy; medical,0500-01-01,1899-12-31,"The fragment is a palimpsest. The upper text consists, on the right-hand side of the leaf, of a children’s writing exercise of the alphabet with the various different Tiberian vowels signs. The left-hand side holds a list of substances in Judaeo-Arabic, including gum, sugar and other commodities, with some irregular spellings. It is possibly a portion of a medical prescription. Verso contains some pen trials in Hebrew. The under text on recto, written transversely in relation to the upper text, is in Bohairic Coptic, and is probably a liturgical text.","['bohairic', 'child', 'exercise', 'gum', 'left-hand', 'liturgical', 'medical', 'portion', 'prescription', 'side', 'sugar']"
MS-MOSSERI-I-00108,Medical,0500-01-01,1899-12-31,"Leaf from the opening of a Hebrew translation of a work by Abū l-Qāsim Ḵalaf b.ʿAbbās al-Zahrāwī, possibly a section of his Kitāb al-Taṣrīf. The name of the author is written in large letters above the introduction, which details the reasons for this translation. The first chapter, entitled ‘Burns’, begins on verso. The text also deals with blood-letting and cupping.","['blood-letting', 'burn', 'cupping']"
MS-MOSSERI-I-00109,Medical,0500-01-01,1899-12-31,"Bifolium from a medical work, dealing with the faculties of the human body, causes of illness, and heart function in different kinds of illness, including fever. On f. 2r there is some Arabic written in larger letters: al-ʿAbd al-Mamlūk Aḥmad b. ʿAlī b. Ṣaliḵ.","['body', 'cause', 'fever', 'heart', 'human', 'illness', 'medical']"
MS-MOSSERI-I-00110,Medical,0500-01-01,1899-12-31,"Pages of a medical work that discusses the methods and benefits of blood letting and includes recipes for treating feverish illnesses. Medicinal substances include nard, Ben Tree Oil, cloves, musk and ambergris.","['ambergris', 'blood', 'clove', 'feverish', 'illness', 'medical', 'medicinal', 'musk', 'nard', 'oil', 'treating', 'tree']"
MS-MOSSERI-I-00112,Medical,0500-01-01,1899-12-31,"From a medical notebook, describing various recipes and includes mention of myrrh, cardamom, salt, camomile, marjoram and acorn water.","['acorn', 'camomile', 'cardamom', 'marjoram', 'medical', 'myrrh', 'salt', 'water']"
MS-MOSSERI-I-00113,Medical,0500-01-01,1899-12-31,"Page preserving extracts from a pharmacological book. Opening in the name of God, it states that the content is taken from the 'Book of medicine'. It deals with eye diseases, collyria for cooling down fevers, leucoma and scabies. Ingredients include saffron, myrobalan, cloves, sugar, pepper, gum Arabic, ginger, opium and hematite.","['clove', 'collyrium', 'cooling', 'disease', 'eye', 'fever', 'ginger', 'gum', 'hematite', 'leucoma', 'medicine', 'myrobalan', 'pepper', 'pharmacological', 'saffron', 'scabies', 'sugar']"
MS-MOSSERI-I-00114-00001,Medical,0500-01-01,1899-12-31,"Page from a medical book, dealing, for example, with problems of the heart and stomach, and mentioning bile and its qualities (wet and cold).","['bile', 'cold', 'heart', 'medical', 'stomach']"
MS-MOSSERI-I-00114-00002,Medical; writing exercises,0500-01-01,1899-12-31,"Recto: probably a medical recipe in Judaeo-Arabic, but largely illegible. Verso: pen exercises.","['exercise', 'medical']"
MS-MOSSERI-I-00115-00001,Medical; legal document,0500-01-01,1899-12-31,"Recto: autograph medical recipe in the hand of Moses Maimonides, prescribing an emetic and other drugs. The ingredients used include sticky sugar, lemon juice, oxymel, melissa, and green mint. The fragment includes dietary advice to avoid unripe dates, jujube, green almonds, carob, green broad beans, carrots and vinegar; whereas raisins, pistachios, figs and nuts should be eaten for dessert. Verso: draft of a witness statement related to a court procedure.","['almond', 'bean', 'carob', 'carrot', 'dietary', 'drug', 'emetic', 'hand', 'juice', 'lemon', 'medical', 'mint', 'nut', 'oxymel', 'pistachio', 'prescribing', 'raisin', 'sticky', 'sugar', 'unripe', 'vinegar']"
MS-MOSSERI-I-00115-00002,Magical; medical,0500-01-01,1899-12-31,"Damaged bifolium from a work on pharmacopoeia, describing the preparation of medicated creams and compounds. Ingredients include sandalwood, Armenian tin, agaric, cotton, chicory, salt, wormwood, clove, ginger, and onion.","['chicory', 'clove', 'cotton', 'cream', 'ginger', 'medicated', 'onion', 'pharmacopoeia', 'preparation', 'salt', 'sandalwood', 'tin', 'wormwood']"
MS-MOSSERI-I-00116,Medical,0500-01-01,1899-12-31,"Bifolium from a medical work dealing with the anatomy and physiology of human organs. F. 2r contains the heading for the sixth chapter פי אלשריאנאת, ‘On the arteries’.","['anatomy', 'human', 'medical', 'organ', 'physiology']"
MS-MOSSERI-I-00118-00001-A,Medical,0500-01-01,1899-12-31,"Pages from a medical work, with various medical recipes. Ingredients include gum, tragacanth, pepper and honey.","['gum', 'honey', 'medical', 'pepper', 'tragacanth']"
MS-MOSSERI-I-00118-00001-B,Medical,0500-01-01,1899-12-31,"Pages from a medical work, with various medical recipes, mentioning for example gum, tragacanth, pepper and honey.","['gum', 'honey', 'medical', 'pepper', 'tragacanth']"
MS-MOSSERI-I-00118-00001-C,Medical,0500-01-01,1899-12-31,"Pieces of a medical work, with various medical recipes, mentioning for example gum, tragacanth, pepper and honey.","['gum', 'honey', 'medical', 'pepper', 'tragacanth']"
MS-MOSSERI-I-00119,Medical,0500-01-01,1899-12-31,"Pages from a medical work (perhaps materia medica), dealing with various organs such as the eyes and the head, and with symptoms including pain. Recipes include mention of minium (red lead).","['eye', 'head', 'lead', 'medica', 'medical', 'minium', 'organ', 'pain', 'red']"
MS-MOSSERI-I-00120-00001,Medical,0500-01-01,1899-12-31,"Pages from a small-format, private medical book or a notebook, dealing with problems of the liver and other internal organs.","['liver', 'medical', 'organ']"
MS-MOSSERI-I-00120-00002,Medical,0500-01-01,1899-12-31,"Page from a pharmacopoeia, dealing with various medical problems and symptoms, including black bile. Substances mentioned are sweet violet, cheese, min, quince, sandalwood and clay.","['bile', 'cheese', 'clay', 'medical', 'pharmacopoeia', 'quince', 'sandalwood', 'violet']"
MS-MOSSERI-I-00121-00001,Medical,0500-01-01,1899-12-31,"Page from a book of materia medica, describing various substances like water, mint and antimony, their medical qualities and preferred medical uses.","['antimony', 'medica', 'medical', 'mint', 'water']"
MS-MOSSERI-I-00121-00002,Medical,0500-01-01,1899-12-31,"Page from a pharmacopoeia, describing various recipes for the treatment of fever, pains etc. It mentions cotton seeds, violets, water, lilies, chamomile and white melilot.","['chamomile', 'cotton', 'fever', 'lily', 'melilot', 'pain', 'pharmacopoeia', 'treatment', 'violet', 'water']"
MS-MOSSERI-I-00122-00001,Magical; medical; responsum,0500-01-01,1899-12-31,"Recto: a recipe attributed to Hai Gaʾon to ascertain whether an ill person will survive, followed by a recipe to make ruby ink from Iraqi cinnabar, saffron and other ingredients. Verso: a responsum by Isaac Gaʾon, dealing with debt repayments.","['cinnabar', 'ill', 'ruby', 'saffron']"
MS-MOSSERI-I-00122-00002,Medical,0500-01-01,1899-12-31,"Pages from a book on ophthalmology, describing various recipes for the treatment of diseases of the eye. Substances include copper, soap, arsenic, animal fat, urine, soda, camphor and vinegar.","['animal', 'arsenic', 'camphor', 'disease', 'eye', 'fat', 'ophthalmology', 'soap', 'soda', 'treatment', 'urine', 'vinegar']"
MS-MOSSERI-I-00123-00001,Medical,0500-01-01,1899-12-31,"Medical text dealing with symptoms such as fever, forgetfulness, feeling cold, white bile, and weakness of the nerves and senses. Honey is mentioned. In a different colour of ink towards the bottom of verso, there is a folk remedy for pregnant mothers, utilising goose fat and snakeskin, probably to beget male children.","['bile', 'bottom', 'child', 'cold', 'colour', 'fat', 'fever', 'forgetfulness', 'goose', 'honey', 'medical', 'mother', 'nerve', 'pregnant', 'remedy', 'snakeskin', 'weakness']"
MS-MOSSERI-I-00123-00002,Medical,0500-01-01,1899-12-31,"Small fragment from a medical work dealing with medical recipes. Ingredients include oxymel, yellow myrobalan, water lily and garden purslane.","['lily', 'medical', 'myrobalan', 'oxymel', 'purslane', 'water', 'yellow']"
MS-MOSSERI-I-00123-00003,Medical,0500-01-01,1899-12-31,"Pages from a medical book, mentioning authorities such as Galen, and mainly dealing with medical problems of the head. Substances mentioned include sweet violet oil, quince, flea-wort seeds, bottle gourd water and watermelon water.","['bottle', 'flea-wort', 'galen', 'gourd', 'head', 'medical', 'oil', 'quince', 'violet', 'water', 'watermelon']"
MS-MOSSERI-I-00124-00001,Medical,0500-01-01,1899-12-31,"Fragment from a medical work dealing with diseases of the eye, including ailments such as inflammation of the eyelid and ophthalmia, and recipes for collyria and creams. Substances mentioned include gum Arabic, burnt copper, sugar, saffron, opium and cinnabar.","['ailment', 'burnt', 'cinnabar', 'collyrium', 'cream', 'disease', 'eye', 'eyelid', 'gum', 'inflammation', 'medical', 'ophthalmia', 'saffron', 'sugar']"
MS-MOSSERI-I-00124-00002,Medical,0500-01-01,1899-12-31,"From a medical work, probably a commentary or translation of Hippocrates’ Aphorisms, since he is quoted at the end of each paragraph.","['aphorism', 'hippocrates', 'medical']"
MS-MOSSERI-I-00125,Medical,0500-01-01,1899-12-31,"First page of a medical work by Ḥunayn b. Isḥāq, entitled Book of Introduction (Kitāb al-Mudḵal).",['medical']
MS-MOSSERI-I-00126-00001,Magical; medical,0500-01-01,1899-12-31,"Quasi-medical book, with recipes mentioning white alum, apple preserve, rhubarb preserve, rose, unripe grapes and bamboo ashes. There are magical symbols.","['alum', 'apple', 'ash', 'bamboo', 'grape', 'magical', 'rhubarb', 'rose', 'unripe']"
MS-MOSSERI-I-00126-00002,Medical,0500-01-01,1899-12-31,"Page from a medical work, presenting medical problems, such as diabetes, and recipes for their treatment. Substances mentioned include gum Arabic, Armenian tin, potion of unripe grape, rose, vinegar, rue, hematite and ceruse.","['ceruse', 'diabetes', 'grape', 'gum', 'hematite', 'medical', 'potion', 'rose', 'tin', 'treatment', 'unripe', 'vinegar']"
MS-MOSSERI-I-00127-00001,Medical; document,0500-01-01,1899-12-31,"Recto: prescription mentioning medicinal substances and their measures. Verso, written transversely in relation to recto, contains an Arabic document and, inverted in relation to the Arabic, the continuation of the prescription from recto.","['medicinal', 'prescription']"
MS-MOSSERI-I-00127-00002,Medical,0500-01-01,1899-12-31,"Fragment from a medical or quasi-medical notebook. Recto: a remedy using fat and fox organs. Verso: inverted in relation to recto, contains, in a different hand, another recipe, requiring two raṭls of olive oil.","['fat', 'fox', 'hand', 'medical', 'oil', 'olive', 'organ', 'remedy']"
MS-MOSSERI-I-00128-00001,Medical,0500-01-01,1899-12-31,"Recto: prescription utilising anise and a potion, with instructions to ‘crush it all’ and ‘cook in honey’. Verso: from a medical notebook or another prescription.","['anise', 'crush', 'honey', 'medical', 'potion', 'prescription']"
MS-MOSSERI-I-00128-00002,Medical,0500-01-01,1899-12-31,From a work containing medical recipes. Ingredients include behen and musk. In margin on verso there is a prescription using cloves and lavender.,"['clove', 'lavender', 'medical', 'musk', 'prescription']"
MS-MOSSERI-I-00129-00001,Medical,0500-01-01,1899-12-31,"Page from a medical work, concerning urinary problems and treatment. Substances mentioned include olive oil and cassia.","['cassia', 'medical', 'oil', 'olive', 'treatment', 'urinary']"
MS-MOSSERI-I-00129-00002,Medical,0500-01-01,1899-12-31,"Pages from a medical work, dealing with phlebotomy and problems of the blood and fat.","['blood', 'fat', 'medical', 'phlebotomy']"
MS-MOSSERI-IA-00026-00001,List; medical,0500-01-01,1899-12-31,"Recto: memorial list. Verso: Arabic text, possibly medical.",['medical']
MS-TS-00016-00291,Letter; medical,1100-01-01,1199-12-31,"Recto: letter from Meʾir Ibn al-Hamdānī to Maimonides, asking him to accept his son as his assistant for the study of medicine. He stresses that he dared to apply to him only because he had heard that Maimonides’ nephew, who had worked under him thus far, now practiced elsewhere. He promises to pay Maimonides a higher honorarium than the former apprentice. Verso: recipe to treat hallucination.","['hallucination', 'heard', 'medicine', 'stress', 'treat']"
MS-TS-00008-J-00027-00010,Medical,0500-01-01,1899-12-31,Instructions for a medical potion.,"['medical', 'potion']"
MS-TS-00008-J-00029-00004,Medical,0500-01-01,1899-12-31,Medical recipe for a lemon drink.,"['lemon', 'medical']"
MS-TS-00008-J-00040-00008,Letter; medical,0500-01-01,1899-12-31,"Letter from Iraq sent by Jacob the doctor to his family back in Juma Mazidat (גומה מזידת), reporting on an epidemic disease in Šamṭūniyya, where the writer and his son have travelled. The letter mentions the return from the Hajj of the Sheikh Abū al-Riḍā, the merchant from Baghdad. The writer describes the illness as an epidemic (‘no house was spared’), causing long-lasting fevers (17 days in his case). The son of the writer, called Abū Barakāt, fell ill as well, with strong fevers and shaking. A visit to the house of the sheikh Abū Sa‘d ibn Khalaf is mentioned.","['back', 'causing', 'disease', 'doctor', 'epidemic', 'fever', 'ill', 'illness', 'shaking']"
MS-TS-00010-J-00011-00022,Letter; medical,0500-01-01,1899-12-31,"Letter from Samuel b. Ibrahim to his father Abū Isḥāq Ibrahim b. Sanbāṭ (known as Šabbatay), who had travelled from Egypt to Palermo. Samuel writes about his sister, who had developed an abscess in her stomach.","['abscess', 'father', 'stomach']"
MS-TS-00010-J-00013-00003,Letter; medical,0500-01-01,1899-12-31,"Recto: letter concerning various business matters, and mentioning al-Maḥalla, Jacob, Rašīd b. Mufaḍḍal, a tax farmer of Šarbīn, the shop of Mufaḍḍal Ibn al-Našīlī, ʿ[...] descendant of Yeḥiʾel and Surūr b. Ibrahim. Verso: recipes (?) in Arabic script.",['mufaḍḍal']
MS-TS-00010-J-00014-00024,Letter; medical; document,0500-01-01,1899-12-31,"Recto: letter from a physician to a Kohen expressing thanks for condolences and including a prescription for growing hair, in which the writer switches to Arabic script but then reverts back to Hebrew script. Verso: fragment of an Arabic official document.","['back', 'hair', 'physician', 'prescription']"
MS-TS-00010-J-00016-00016,Letter; medical; document,0500-01-01,1899-12-31,"letter from Abū Zikrī to Abū ʿAlī, detailing ophthalmological health problems, and mentioning Abū l-Ḥasan. Abū Zukrī is suffering from a cataract, which is impairing his vision and make him see ‘like a piece of marble’, and intense eye-pain. Verso: letter of reply to Abū Zikrī written around an Arabic document, which gives advice regarding health, suggesting eye-washes with a bucket of well-water, bloodletting, and that Abū Zikrī avoid consuming dairy products.","['bloodletting', 'cataract', 'dairy', 'eye-pain', 'eye-washes', 'health', 'impairing', 'marble', 'ophthalmological', 'suffering', 'vision']"
MS-MOSSERI-III-00098-00001,Medical,0500-01-01,1899-12-31,"Medical work, dealing with dietetics, referring to vinegar, wine, lemon and other preparations.","['dietetics', 'lemon', 'medical', 'preparation', 'vinegar', 'wine']"
MS-MOSSERI-III-00227,Medical,0500-01-01,1899-12-31,"Medical work, almost entirely illegible.",['medical']
MS-MOSSERI-IV-00339-00002,Medical; piyyuṭ,0500-01-01,1899-12-31,"Recto: medical work dealing with laxative compounds, mentioning for example syrup and lesser dodder. Verso: a rahiṭ, beginning יחי ראובן ובתים יבן.","['dodder', 'laxative', 'medical', 'syrup']"
MS-MOSSERI-IX-00118,Medical,0500-01-01,1899-12-31,"From a medical book, probably a commentary or translation of Hippocrates’ Aphorisms, quoting Hippocrates in each paragraph.","['aphorism', 'hippocrates', 'medical']"
MS-MOSSERI-IX-00122,Medical,0500-01-01,1899-12-31,"Medical book, mentioning for example quince, sweet violet and wax.","['medical', 'quince', 'violet', 'wax']"
MS-MOSSERI-IX-00124,Medical,0500-01-01,1899-12-31,"Medical work, from a chapter on anatomy.","['anatomy', 'medical']"
MS-MOSSERI-IX-00126,Medical,0500-01-01,1899-12-31,"Medical work, dealing with the eyes and sleep.","['eye', 'medical', 'sleep']"
MS-MOSSERI-IX-00167,Ruling board; medical,0500-01-01,1899-12-31,"Ruling board (masṭara), made from layers of paper stuck together, incorporating what is probably a medical work in Arabic. There is Hebrew, probably originally a colophon, on verso.","['colophon', 'masṭara', 'medical']"
MS-MOSSERI-IX-00221-00001,Medical,0500-01-01,1899-12-31,"Fragment from a medical work in very faint, almost illegible, script.","['faint', 'medical']"
