classmark,token
MS-MOSSERI-I-00127-00001,from
MS-MOSSERI-I-00127-00001,recto
MS-MOSSERI-I-00127-00002,fragment
MS-MOSSERI-I-00127-00002,from
MS-MOSSERI-I-00127-00002,medical
MS-MOSSERI-I-00127-00002,or
MS-MOSSERI-I-00127-00002,quasi-medical
MS-MOSSERI-I-00127-00002,notebook
MS-MOSSERI-I-00127-00002,recto
MS-MOSSERI-I-00127-00002,remedy
MS-MOSSERI-I-00127-00002,using
MS-MOSSERI-I-00127-00002,fat
MS-MOSSERI-I-00127-00002,and
MS-MOSSERI-I-00127-00002,fox
MS-MOSSERI-I-00127-00002,organ
MS-MOSSERI-I-00127-00002,verso
MS-MOSSERI-I-00127-00002,inverted
MS-MOSSERI-I-00127-00002,in
MS-MOSSERI-I-00127-00002,relation
MS-MOSSERI-I-00127-00002,to
MS-MOSSERI-I-00127-00002,recto
MS-MOSSERI-I-00127-00002,contains
MS-MOSSERI-I-00127-00002,in
MS-MOSSERI-I-00127-00002,different
MS-MOSSERI-I-00127-00002,hand
MS-MOSSERI-I-00127-00002,another
MS-MOSSERI-I-00127-00002,recipe
MS-MOSSERI-I-00127-00002,requiring
MS-MOSSERI-I-00127-00002,two
MS-MOSSERI-I-00127-00002,raṭls
MS-MOSSERI-I-00127-00002,of
MS-MOSSERI-I-00127-00002,olive
MS-MOSSERI-I-00127-00002,oil
MS-MOSSERI-I-00128-00001,recto
MS-MOSSERI-I-00128-00001,prescription
MS-MOSSERI-I-00128-00001,utilising
MS-MOSSERI-I-00128-00001,anise
MS-MOSSERI-I-00128-00001,and
MS-MOSSERI-I-00128-00001,potion
MS-MOSSERI-I-00128-00001,with
MS-MOSSERI-I-00128-00001,instruction
MS-MOSSERI-I-00128-00001,to
MS-MOSSERI-I-00128-00001,crush
MS-MOSSERI-I-00128-00001,it
MS-MOSSERI-I-00128-00001,all
MS-MOSSERI-I-00128-00001,and
MS-MOSSERI-I-00128-00001,cook
MS-MOSSERI-I-00128-00001,in
MS-MOSSERI-I-00128-00001,honey
MS-MOSSERI-I-00128-00001,verso
MS-MOSSERI-I-00128-00001,from
MS-MOSSERI-I-00128-00001,medical
MS-MOSSERI-I-00128-00001,notebook
MS-MOSSERI-I-00128-00001,or
MS-MOSSERI-I-00128-00001,another
MS-MOSSERI-I-00128-00001,prescription
MS-MOSSERI-I-00128-00002,from
MS-MOSSERI-I-00128-00002,work
MS-MOSSERI-I-00128-00002,containing
MS-MOSSERI-I-00128-00002,medical
MS-MOSSERI-I-00128-00002,recipe
MS-MOSSERI-I-00128-00002,ingredient
MS-MOSSERI-I-00128-00002,include
MS-MOSSERI-I-00128-00002,behen
MS-MOSSERI-I-00128-00002,and
MS-MOSSERI-I-00128-00002,musk
MS-MOSSERI-I-00128-00002,in
MS-MOSSERI-I-00128-00002,margin
MS-MOSSERI-I-00128-00002,on
MS-MOSSERI-I-00128-00002,verso
MS-MOSSERI-I-00128-00002,there
MS-MOSSERI-I-00128-00002,is
MS-MOSSERI-I-00128-00002,prescription
MS-MOSSERI-I-00128-00002,using
MS-MOSSERI-I-00128-00002,clove
MS-MOSSERI-I-00128-00002,and
MS-MOSSERI-I-00128-00002,lavender
MS-MOSSERI-I-00129-00001,page
MS-MOSSERI-I-00129-00001,from
MS-MOSSERI-I-00129-00001,medical
MS-MOSSERI-I-00129-00001,work
MS-MOSSERI-I-00129-00001,concerning
MS-MOSSERI-I-00129-00001,urinary
MS-MOSSERI-I-00129-00001,problem
MS-MOSSERI-I-00129-00001,and
MS-MOSSERI-I-00129-00001,treatment
MS-MOSSERI-I-00129-00001,substance
MS-MOSSERI-I-00129-00001,mentioned
MS-MOSSERI-I-00129-00001,include
MS-MOSSERI-I-00129-00001,olive
MS-MOSSERI-I-00129-00001,oil
MS-MOSSERI-I-00129-00001,and
MS-MOSSERI-I-00129-00001,cassia
MS-MOSSERI-I-00129-00002,page
MS-MOSSERI-I-00129-00002,from
MS-MOSSERI-I-00129-00002,medical
MS-MOSSERI-I-00129-00002,work
MS-MOSSERI-I-00129-00002,dealing
MS-MOSSERI-I-00129-00002,with
MS-MOSSERI-I-00129-00002,phlebotomy
MS-MOSSERI-I-00129-00002,and
MS-MOSSERI-I-00129-00002,problem
MS-MOSSERI-I-00129-00002,of
MS-MOSSERI-I-00129-00002,the
MS-MOSSERI-I-00129-00002,blood
MS-MOSSERI-I-00129-00002,and
MS-MOSSERI-I-00129-00002,fat
MS-MOSSERI-IA-00026-00001,recto
MS-MOSSERI-IA-00026-00001,memorial
MS-MOSSERI-IA-00026-00001,list
MS-MOSSERI-IA-00026-00001,verso
MS-MOSSERI-IA-00026-00001,arabic
MS-MOSSERI-IA-00026-00001,text
MS-MOSSERI-IA-00026-00001,possibly
MS-MOSSERI-IA-00026-00001,medical
MS-MOSSERI-III-00098-00001,medical
MS-MOSSERI-III-00098-00001,work
MS-MOSSERI-III-00098-00001,dealing
MS-MOSSERI-III-00098-00001,with
MS-MOSSERI-III-00098-00001,dietetics
MS-MOSSERI-III-00098-00001,referring
MS-MOSSERI-III-00098-00001,to
MS-MOSSERI-III-00098-00001,vinegar
MS-MOSSERI-III-00098-00001,wine
MS-MOSSERI-III-00098-00001,lemon
MS-MOSSERI-III-00098-00001,and
MS-MOSSERI-III-00098-00001,other
MS-MOSSERI-III-00098-00001,preparation
MS-MOSSERI-III-00227,medical
MS-MOSSERI-III-00227,work
MS-MOSSERI-III-00227,almost
MS-MOSSERI-III-00227,entirely
MS-MOSSERI-III-00227,illegible
MS-MOSSERI-IV-00339-00002,recto
MS-MOSSERI-IV-00339-00002,medical
MS-MOSSERI-IV-00339-00002,work
MS-MOSSERI-IV-00339-00002,dealing
MS-MOSSERI-IV-00339-00002,with
MS-MOSSERI-IV-00339-00002,laxative
MS-MOSSERI-IV-00339-00002,compound
MS-MOSSERI-IV-00339-00002,mentioning
MS-MOSSERI-IV-00339-00002,for
MS-MOSSERI-IV-00339-00002,example
MS-MOSSERI-IV-00339-00002,syrup
MS-MOSSERI-IV-00339-00002,and
MS-MOSSERI-IV-00339-00002,lesser
MS-MOSSERI-IV-00339-00002,dodder
MS-MOSSERI-IV-00339-00002,verso
MS-MOSSERI-IV-00339-00002,rahiṭ
MS-MOSSERI-IV-00339-00002,beginning
MS-MOSSERI-IV-00339-00002,יחי
MS-MOSSERI-IV-00339-00002,ראובן
MS-MOSSERI-IV-00339-00002,ובתים
MS-MOSSERI-IV-00339-00002,יבן
MS-MOSSERI-IX-00118,from
MS-MOSSERI-IX-00118,medical
MS-MOSSERI-IX-00118,book
MS-MOSSERI-IX-00118,probably
MS-MOSSERI-IX-00118,commentary
MS-MOSSERI-IX-00118,or
MS-MOSSERI-IX-00118,translation
MS-MOSSERI-IX-00118,of
MS-MOSSERI-IX-00118,hippocrates
MS-MOSSERI-IX-00118,aphorism
MS-MOSSERI-IX-00118,quoting
MS-MOSSERI-IX-00118,hippocrates
MS-MOSSERI-IX-00118,in
MS-MOSSERI-IX-00118,each
MS-MOSSERI-IX-00118,paragraph
MS-MOSSERI-IX-00122,medical
MS-MOSSERI-IX-00122,book
MS-MOSSERI-IX-00122,mentioning
MS-MOSSERI-IX-00122,for
MS-MOSSERI-IX-00122,example
MS-MOSSERI-IX-00122,quince
MS-MOSSERI-IX-00122,sweet
MS-MOSSERI-IX-00122,violet
MS-MOSSERI-IX-00122,and
MS-MOSSERI-IX-00122,wax
MS-MOSSERI-IX-00124,medical
MS-MOSSERI-IX-00124,work
MS-MOSSERI-IX-00124,from
MS-MOSSERI-IX-00124,chapter
MS-MOSSERI-IX-00124,on
MS-MOSSERI-IX-00124,anatomy
MS-MOSSERI-IX-00126,medical
MS-MOSSERI-IX-00126,work
MS-MOSSERI-IX-00126,dealing
MS-MOSSERI-IX-00126,with
MS-MOSSERI-IX-00126,the
MS-MOSSERI-IX-00126,eye
MS-MOSSERI-IX-00126,and
MS-MOSSERI-IX-00126,sleep
MS-MOSSERI-IX-00167,ruling
MS-MOSSERI-IX-00167,board
MS-MOSSERI-IX-00167,masṭara
MS-MOSSERI-IX-00167,made
MS-MOSSERI-IX-00167,from
MS-MOSSERI-IX-00167,layer
MS-MOSSERI-IX-00167,of
MS-MOSSERI-IX-00167,paper
MS-MOSSERI-IX-00167,stuck
MS-MOSSERI-IX-00167,together
MS-MOSSERI-IX-00167,incorporating
MS-MOSSERI-IX-00167,what
MS-MOSSERI-IX-00167,is
MS-MOSSERI-IX-00167,probably
MS-MOSSERI-IX-00167,medical
MS-MOSSERI-IX-00167,work
MS-MOSSERI-IX-00167,in
MS-MOSSERI-IX-00167,arabic
MS-MOSSERI-IX-00167,there
MS-MOSSERI-IX-00167,is
MS-MOSSERI-IX-00167,hebrew
MS-MOSSERI-IX-00167,probably
MS-MOSSERI-IX-00167,originally
MS-MOSSERI-IX-00167,colophon
MS-MOSSERI-IX-00167,on
MS-MOSSERI-IX-00167,verso
MS-MOSSERI-IX-00221-00001,fragment
MS-MOSSERI-IX-00221-00001,from
MS-MOSSERI-IX-00221-00001,medical
MS-MOSSERI-IX-00221-00001,work
MS-MOSSERI-IX-00221-00001,in
MS-MOSSERI-IX-00221-00001,very
MS-MOSSERI-IX-00221-00001,faint
MS-MOSSERI-IX-00221-00001,almost
MS-MOSSERI-IX-00221-00001,illegible
MS-MOSSERI-IX-00221-00001,script
MS-MOSSERI-IX-00221-00002,fragment
MS-MOSSERI-IX-00221-00002,from
MS-MOSSERI-IX-00221-00002,medical
MS-MOSSERI-IX-00221-00002,work
MS-MOSSERI-IX-00221-00002,in
MS-MOSSERI-IX-00221-00002,very
MS-MOSSERI-IX-00221-00002,faint
MS-MOSSERI-IX-00221-00002,almost
MS-MOSSERI-IX-00221-00002,illegible
MS-MOSSERI-IX-00221-00002,script
MS-MOSSERI-V-00230-00002,small
MS-MOSSERI-V-00230-00002,piece
MS-MOSSERI-V-00230-00002,from
MS-MOSSERI-V-00230-00002,medical
MS-MOSSERI-V-00230-00002,work
MS-MOSSERI-V-00230-00002,possibly
MS-MOSSERI-V-00230-00002,pharmacopoeia
MS-MOSSERI-V-00232-00001,leaf
MS-MOSSERI-V-00232-00001,from
MS-MOSSERI-V-00232-00001,pharmacopoeia
MS-MOSSERI-V-00232-00001,including
MS-MOSSERI-V-00232-00001,drug
MS-MOSSERI-V-00232-00001,recipe
MS-MOSSERI-V-00232-00001,for
MS-MOSSERI-V-00232-00001,the
MS-MOSSERI-V-00232-00001,liver
MS-MOSSERI-V-00232-00001,stomach
MS-MOSSERI-V-00232-00001,haemorrhoid
MS-MOSSERI-V-00232-00001,and
MS-MOSSERI-V-00232-00001,cough
MS-MOSSERI-V-00232-00001,ingredient
MS-MOSSERI-V-00232-00001,include
MS-MOSSERI-V-00232-00001,borax
MS-MOSSERI-V-00232-00001,alum
MS-MOSSERI-V-00232-00001,raisin
MS-MOSSERI-V-00232-00001,honey
MS-MOSSERI-V-00232-00001,scamony
MS-MOSSERI-V-00232-00001,kohl
MS-MOSSERI-V-00232-00001,rose
MS-MOSSERI-V-00232-00001,myrobalan
MS-MOSSERI-V-00232-00001,saffron
MS-MOSSERI-V-00232-00001,mumie
MS-MOSSERI-V-00232-00001,licorice
MS-MOSSERI-V-00232-00001,pepper
MS-MOSSERI-V-00232-00001,acacia
MS-MOSSERI-V-00232-00001,seed
MS-MOSSERI-V-00232-00001,and
MS-MOSSERI-V-00232-00001,arabic
MS-MOSSERI-V-00232-00001,resin
MS-MOSSERI-V-00234-00001,part
MS-MOSSERI-V-00234-00001,of
MS-MOSSERI-V-00234-00001,pharmacopoeia
MS-MOSSERI-V-00234-00001,consisting
MS-MOSSERI-V-00234-00001,of
MS-MOSSERI-V-00234-00001,drug
MS-MOSSERI-V-00234-00001,recipe
MS-MOSSERI-V-00234-00001,mainly
MS-MOSSERI-V-00234-00001,to
MS-MOSSERI-V-00234-00001,treat
MS-MOSSERI-V-00234-00001,eye
MS-MOSSERI-V-00234-00001,disease
MS-MOSSERI-V-00234-00001,including
MS-MOSSERI-V-00234-00001,potion
MS-MOSSERI-V-00234-00001,cadmium
MS-MOSSERI-V-00234-00001,is
MS-MOSSERI-V-00234-00001,mentioned
MS-MOSSERI-V-00234-00002,possibly
MS-MOSSERI-V-00234-00002,pharmacopoeia
MS-MOSSERI-V-00236-00002,probably
MS-MOSSERI-V-00236-00002,fragment
MS-MOSSERI-V-00236-00002,from
MS-MOSSERI-V-00236-00002,translation
MS-MOSSERI-V-00236-00002,or
MS-MOSSERI-V-00236-00002,discussion
MS-MOSSERI-V-00236-00002,of
MS-MOSSERI-V-00236-00002,the
MS-MOSSERI-V-00236-00002,book
MS-MOSSERI-V-00236-00002,of
MS-MOSSERI-V-00236-00002,stone
MS-MOSSERI-V-00236-00002,by
MS-MOSSERI-V-00236-00002,jābir
MS-MOSSERI-V-00236-00002,opening
MS-MOSSERI-V-00236-00002,with
MS-MOSSERI-V-00236-00002,dioscorides
MS-MOSSERI-V-00236-00002,said
MS-MOSSERI-V-00236-00003,from
MS-MOSSERI-V-00236-00003,medical
MS-MOSSERI-V-00236-00003,work
MS-MOSSERI-V-00236-00003,dealing
MS-MOSSERI-V-00236-00003,with
MS-MOSSERI-V-00236-00003,among
MS-MOSSERI-V-00236-00003,other
MS-MOSSERI-V-00236-00003,subject
MS-MOSSERI-V-00236-00003,the
MS-MOSSERI-V-00236-00003,treatment
MS-MOSSERI-V-00236-00003,of
MS-MOSSERI-V-00236-00003,eye
MS-MOSSERI-V-00236-00003,disease
MS-MOSSERI-V-00236-00003,it
MS-MOSSERI-V-00236-00003,give
MS-MOSSERI-V-00236-00003,various
MS-MOSSERI-V-00236-00003,recipe
MS-MOSSERI-V-00236-00003,which
MS-MOSSERI-V-00236-00003,include
MS-MOSSERI-V-00236-00003,the
MS-MOSSERI-V-00236-00003,ingredient
MS-MOSSERI-V-00236-00003,onion
MS-MOSSERI-V-00236-00003,pearl
MS-MOSSERI-V-00236-00003,and
MS-MOSSERI-V-00236-00003,cadmium
MS-MOSSERI-V-00390-00002,possibly
MS-MOSSERI-V-00390-00002,medical
MS-MOSSERI-V-00390-00002,or
MS-MOSSERI-V-00390-00002,magical
MS-MOSSERI-V-00390-00002,recipe
MS-MOSSERI-V-00390-00002,numbered
MS-MOSSERI-VI-00038-00001,leaf
MS-MOSSERI-VI-00038-00001,from
MS-MOSSERI-VI-00038-00001,medical
MS-MOSSERI-VI-00038-00001,work
MS-MOSSERI-VI-00038-00001,mentioning
MS-MOSSERI-VI-00038-00001,liquid
MS-MOSSERI-VI-00038-00001,mercury
MS-MOSSERI-VI-00038-00001,among
MS-MOSSERI-VI-00038-00001,other
MS-MOSSERI-VI-00038-00001,substance
MS-MOSSERI-VIII-00018-00003,from
MS-MOSSERI-VIII-00018-00003,medical
MS-MOSSERI-VIII-00018-00003,book
MS-MOSSERI-X-00030-00001,part
MS-MOSSERI-X-00030-00001,of
MS-MOSSERI-X-00030-00001,leaf
MS-MOSSERI-X-00030-00001,from
MS-MOSSERI-X-00030-00001,judaeo-arabic
MS-MOSSERI-X-00030-00001,medical
MS-MOSSERI-X-00030-00001,book
MS-MOSSERI-X-00030-00001,dealing
MS-MOSSERI-X-00030-00001,with
MS-MOSSERI-X-00030-00001,treatment
MS-MOSSERI-X-00030-00001,for
MS-MOSSERI-X-00030-00001,blood
MS-MOSSERI-X-00030-00001,in
MS-MOSSERI-X-00030-00001,the
MS-MOSSERI-X-00030-00001,urine
MS-MOSSERI-X-00030-00001,and
MS-MOSSERI-X-00030-00001,other
MS-MOSSERI-X-00030-00001,ailment
MS-MOSSERI-X-00030-00001,and
MS-MOSSERI-X-00030-00001,describing
MS-MOSSERI-X-00030-00001,the
MS-MOSSERI-X-00030-00001,preparation
MS-MOSSERI-X-00030-00001,of
MS-MOSSERI-X-00030-00001,medicament
MS-MOSSERI-X-00030-00001,with
MS-MOSSERI-X-00030-00001,myrtle
MS-MOSSERI-X-00030-00001,seed
MS-MOSSERI-X-00030-00001,fennel
MS-MOSSERI-X-00030-00001,clay
MS-MOSSERI-X-00030-00001,and
MS-MOSSERI-X-00030-00001,gum
MS-MOSSERI-X-00030-00001,arabic
MS-MOSSERI-X-00037,recto
MS-MOSSERI-X-00037,collection
MS-MOSSERI-X-00037,of
MS-MOSSERI-X-00037,verse
MS-MOSSERI-X-00037,from
MS-MOSSERI-X-00037,piyyuṭim
MS-MOSSERI-X-00037,with
MS-MOSSERI-X-00037,acrostic
MS-MOSSERI-X-00037,of
MS-MOSSERI-X-00037,the
MS-MOSSERI-X-00037,name
MS-MOSSERI-X-00037,judah
MS-MOSSERI-X-00037,isaac
MS-MOSSERI-X-00037,and
MS-MOSSERI-X-00037,abraham
MS-MOSSERI-X-00037,verso
MS-MOSSERI-X-00037,arabic
MS-MOSSERI-X-00037,medical
MS-MOSSERI-X-00037,prescription
MS-MOSSERI-X-00037,mentioning
MS-MOSSERI-X-00037,fig
MS-MOSSERI-X-00037,vinegar
MS-MOSSERI-X-00037,sal
MS-MOSSERI-X-00037,ammoniac
MS-MOSSERI-X-00037,and
MS-MOSSERI-X-00037,oxymel
MS-MOSSERI-X-00037,on
MS-MOSSERI-X-00037,the
MS-MOSSERI-X-00037,margin
MS-MOSSERI-X-00037,of
MS-MOSSERI-X-00037,verso
MS-MOSSERI-X-00037,line
MS-MOSSERI-X-00037,of
MS-MOSSERI-X-00037,hebrew
MS-MOSSERI-X-00037,liturgical
MS-MOSSERI-X-00037,poem
MS-TS-00006-J-00002-00018,medical
MS-TS-00006-J-00002-00018,recipe
MS-TS-00006-J-00002-00018,for
MS-TS-00006-J-00002-00018,purifying
MS-TS-00006-J-00002-00018,mixture
MS-TS-00006-J-00002-00018,mentioning
MS-TS-00006-J-00002-00018,substance
MS-TS-00006-J-00002-00018,such
MS-TS-00006-J-00002-00018,a
MS-TS-00006-J-00002-00018,mastic
MS-TS-00006-J-00002-00018,gum
MS-TS-00006-J-00002-00018,indian
MS-TS-00006-J-00002-00018,myrobalan
MS-TS-00006-J-00002-00018,aniseed
MS-TS-00006-J-00002-00018,and
MS-TS-00006-J-00002-00018,fennel
MS-TS-00006-J-00006-00008,recipe
MS-TS-00006-J-00006-00008,and
MS-TS-00006-J-00006-00008,instruction
MS-TS-00006-J-00006-00008,possibly
MS-TS-00006-J-00006-00008,part
MS-TS-00006-J-00006-00008,of
MS-TS-00006-J-00006-00008,letter
MS-TS-00006-J-00006-00008,or
MS-TS-00006-J-00006-00008,instruction
MS-TS-00006-J-00006-00008,for
MS-TS-00006-J-00006-00008,medical
MS-TS-00006-J-00006-00008,or
MS-TS-00006-J-00006-00008,magical
MS-TS-00006-J-00006-00008,purpose
MS-TS-00006-J-00008-00005,medical
MS-TS-00006-J-00008-00005,prescription
MS-TS-00006-J-00008-00005,which
MS-TS-00006-J-00008-00005,includes
MS-TS-00006-J-00008-00005,ingredient
MS-TS-00006-J-00008-00005,such
MS-TS-00006-J-00008-00005,a
MS-TS-00006-J-00008-00005,crushed
MS-TS-00006-J-00008-00005,marsh
MS-TS-00006-J-00008-00005,mallow
MS-TS-00006-J-00008-00005,liquorice
MS-TS-00006-J-00008-00005,chicory
MS-TS-00006-J-00008-00005,seed
MS-TS-00006-J-00008-00005,senna
MS-TS-00006-J-00008-00005,and
MS-TS-00006-J-00008-00005,lemon
MS-TS-00006-J-00008-00005,juice
MS-TS-00008-00277,short
MS-TS-00008-00277,medical
MS-TS-00008-00277,prescription
MS-TS-00008-J-00005-00019,recto
MS-TS-00008-J-00005-00019,elʿazar
MS-TS-00008-J-00005-00019,b.
MS-TS-00008-J-00005-00019,tamīm
MS-TS-00008-J-00005-00019,known
MS-TS-00008-J-00005-00019,a
MS-TS-00008-J-00005-00019,ibn
MS-TS-00008-J-00005-00019,raṣṣāṣī
MS-TS-00008-J-00005-00019,release
MS-TS-00008-J-00005-00019,elʿazar
MS-TS-00008-J-00005-00019,b.
MS-TS-00008-J-00005-00019,benjamin
MS-TS-00008-J-00005-00019,dated
MS-TS-00008-J-00005-00019,nisan
MS-TS-00008-J-00005-00019,of
MS-TS-00008-J-00005-00019,the
MS-TS-00008-J-00005-00019,era
MS-TS-00008-J-00005-00019,of
MS-TS-00008-J-00005-00019,creation
MS-TS-00008-J-00005-00019,ce
MS-TS-00008-J-00005-00019,with
MS-TS-00008-J-00005-00019,an
MS-TS-00008-J-00005-00019,addendum
MS-TS-00008-J-00005-00019,below
MS-TS-00008-J-00005-00019,are
MS-TS-00008-J-00005-00019,marginalia
MS-TS-00008-J-00005-00019,in
MS-TS-00008-J-00005-00019,the
MS-TS-00008-J-00005-00019,hand
MS-TS-00008-J-00005-00019,from
MS-TS-00008-J-00005-00019,verso
MS-TS-00008-J-00005-00019,dealing
MS-TS-00008-J-00005-00019,with
MS-TS-00008-J-00005-00019,medical
MS-TS-00008-J-00005-00019,issue
MS-TS-00008-J-00005-00019,verso
MS-TS-00008-J-00005-00019,draft
MS-TS-00008-J-00005-00019,of
MS-TS-00008-J-00005-00019,chapter
MS-TS-00008-J-00005-00019,from
MS-TS-00008-J-00005-00019,medical
MS-TS-00008-J-00005-00019,book
MS-TS-00008-J-00005-00019,or
MS-TS-00008-J-00005-00019,medical
MS-TS-00008-J-00005-00019,notebook
MS-TS-00008-J-00005-00019,mentioning
MS-TS-00008-J-00005-00019,for
MS-TS-00008-J-00005-00019,example
MS-TS-00008-J-00005-00019,drink
MS-TS-00008-J-00005-00019,made
MS-TS-00008-J-00005-00019,from
MS-TS-00008-J-00005-00019,poppy
MS-TS-00008-J-00005-00019,and
MS-TS-00008-J-00005-00019,violet
MS-TS-00008-J-00005-00020,recto
MS-TS-00008-J-00005-00020,elʿazar
MS-TS-00008-J-00005-00020,b.
MS-TS-00008-J-00005-00020,tamīm
MS-TS-00008-J-00005-00020,known
MS-TS-00008-J-00005-00020,a
MS-TS-00008-J-00005-00020,ibn
MS-TS-00008-J-00005-00020,raṣṣāṣī
MS-TS-00008-J-00005-00020,release
MS-TS-00008-J-00005-00020,elʿazar
MS-TS-00008-J-00005-00020,b.
MS-TS-00008-J-00005-00020,benjamin
MS-TS-00008-J-00005-00020,dated
MS-TS-00008-J-00005-00020,nisan
MS-TS-00008-J-00005-00020,of
MS-TS-00008-J-00005-00020,the
MS-TS-00008-J-00005-00020,era
MS-TS-00008-J-00005-00020,of
MS-TS-00008-J-00005-00020,creation
MS-TS-00008-J-00005-00020,ce
MS-TS-00008-J-00005-00020,with
MS-TS-00008-J-00005-00020,an
MS-TS-00008-J-00005-00020,addendum
MS-TS-00008-J-00005-00020,verso
MS-TS-00008-J-00005-00020,draft
MS-TS-00008-J-00005-00020,of
MS-TS-00008-J-00005-00020,chapter
MS-TS-00008-J-00005-00020,from
MS-TS-00008-J-00005-00020,medical
MS-TS-00008-J-00005-00020,book
MS-TS-00008-J-00005-00020,or
MS-TS-00008-J-00005-00020,medical
MS-TS-00008-J-00005-00020,notebook
MS-TS-00008-J-00005-00020,dealing
MS-TS-00008-J-00005-00020,with
MS-TS-00008-J-00005-00020,neoplasm
MS-TS-00008-J-00015-00020,recto
MS-TS-00008-J-00015-00020,letter
MS-TS-00008-J-00015-00020,of
MS-TS-00008-J-00015-00020,congratulation
MS-TS-00008-J-00015-00020,for
MS-TS-00008-J-00015-00020,the
MS-TS-00008-J-00015-00020,new
MS-TS-00008-J-00015-00020,year
MS-TS-00008-J-00015-00020,and
MS-TS-00008-J-00015-00020,day
MS-TS-00008-J-00015-00020,of
MS-TS-00008-J-00015-00020,atonement
MS-TS-00008-J-00015-00020,to
MS-TS-00008-J-00015-00020,elʿazar
MS-TS-00008-J-00015-00020,ha-sar
MS-TS-00008-J-00015-00020,verso
MS-TS-00008-J-00015-00020,medical
MS-TS-00008-J-00015-00020,prescription
MS-TS-00008-J-00015-00020,for
MS-TS-00008-J-00015-00020,the
MS-TS-00008-J-00015-00020,treatment
MS-TS-00008-J-00015-00020,of
MS-TS-00008-J-00015-00020,cough
MS-TS-00008-J-00015-00020,mentioning
MS-TS-00008-J-00015-00020,substance
MS-TS-00008-J-00015-00020,such
MS-TS-00008-J-00015-00020,a
MS-TS-00008-J-00015-00020,gum
MS-TS-00008-J-00015-00020,tragacanth
MS-TS-00008-J-00015-00020,gum
MS-TS-00008-J-00015-00020,arabic
MS-TS-00008-J-00015-00020,corn
MS-TS-00008-J-00015-00020,starch
MS-TS-00008-J-00015-00020,and
MS-TS-00008-J-00015-00020,cucumber
MS-TS-00008-J-00015-00020,seed
MS-TS-00008-J-00015-00024,recto
MS-TS-00008-J-00015-00024,letter
MS-TS-00008-J-00015-00024,from
MS-TS-00008-J-00015-00024,muḵtār
MS-TS-00008-J-00015-00024,b.
MS-TS-00008-J-00015-00024,jacob
MS-TS-00008-J-00015-00024,to
MS-TS-00008-J-00015-00024,saʿīd
MS-TS-00008-J-00015-00024,b.
MS-TS-00008-J-00015-00024,najā
MS-TS-00008-J-00015-00024,c.
MS-TS-00008-J-00015-00024,ce
MS-TS-00008-J-00015-00024,verso
MS-TS-00008-J-00015-00024,jotting
MS-TS-00008-J-00015-00024,in
MS-TS-00008-J-00015-00024,arabic
MS-TS-00008-J-00015-00024,script
MS-TS-00016-00291,recto
MS-TS-00016-00291,letter
MS-TS-00016-00291,from
MS-TS-00016-00291,meʾir
MS-TS-00016-00291,ibn
MS-TS-00016-00291,al-hamdānī
MS-TS-00016-00291,to
MS-TS-00016-00291,maimonides
MS-TS-00016-00291,asking
MS-TS-00016-00291,him
MS-TS-00016-00291,to
MS-TS-00016-00291,accept
MS-TS-00016-00291,his
MS-TS-00016-00291,son
MS-TS-00016-00291,a
MS-TS-00016-00291,his
MS-TS-00016-00291,assistant
MS-TS-00016-00291,for
MS-TS-00016-00291,the
MS-TS-00016-00291,study
MS-TS-00016-00291,of
MS-TS-00016-00291,medicine
MS-TS-00016-00291,he
MS-TS-00016-00291,stress
MS-TS-00016-00291,that
MS-TS-00016-00291,he
MS-TS-00016-00291,dared
MS-TS-00016-00291,to
MS-TS-00016-00291,apply
MS-TS-00016-00291,to
MS-TS-00016-00291,him
MS-TS-00016-00291,only
MS-TS-00016-00291,because
MS-TS-00016-00291,he
MS-TS-00016-00291,had
MS-TS-00016-00291,heard
MS-TS-00016-00291,that
MS-TS-00016-00291,maimonides
MS-TS-00016-00291,nephew
MS-TS-00016-00291,who
MS-TS-00016-00291,had
MS-TS-00016-00291,worked
MS-TS-00016-00291,under
MS-TS-00016-00291,him
MS-TS-00016-00291,thus
MS-TS-00016-00291,far
MS-TS-00016-00291,now
MS-TS-00016-00291,practiced
MS-TS-00016-00291,elsewhere
MS-TS-00016-00291,he
MS-TS-00016-00291,promise
MS-TS-00016-00291,to
MS-TS-00016-00291,pay
MS-TS-00016-00291,maimonides
MS-TS-00016-00291,higher
MS-TS-00016-00291,honorarium
MS-TS-00016-00291,than
MS-TS-00016-00291,the
MS-TS-00016-00291,former
MS-TS-00016-00291,apprentice
MS-TS-00016-00291,verso
MS-TS-00016-00291,recipe
MS-TS-00016-00291,to
MS-TS-00016-00291,treat
MS-TS-00016-00291,hallucination
MS-TS-00008-J-00027-00010,instruction
MS-TS-00008-J-00027-00010,for
MS-TS-00008-J-00027-00010,medical
MS-TS-00008-J-00027-00010,potion
MS-TS-00008-J-00029-00004,medical
MS-TS-00008-J-00029-00004,recipe
MS-TS-00008-J-00029-00004,for
MS-TS-00008-J-00029-00004,lemon
MS-TS-00008-J-00029-00004,drink
MS-TS-00008-J-00040-00008,letter
MS-TS-00008-J-00040-00008,from
MS-TS-00008-J-00040-00008,iraq
MS-TS-00008-J-00040-00008,sent
MS-TS-00008-J-00040-00008,by
MS-TS-00008-J-00040-00008,jacob
MS-TS-00008-J-00040-00008,the
MS-TS-00008-J-00040-00008,doctor
